well,sample_name,target_name,amp_score,amp_status,task,Ct,Ct_mean,Ct_sd,quantity,quantity_mean,quantity_sd,intercept,r_squared,slope,efficiency,auto_threshold,threshold,auto_baseline,baseline_start,baseline_end,omit,run
D8,90,BQCV,1.335,Amp,UNKNOWN,30.876,30.816,0.086,13.87,14.455,0.827,34.8074,0.9981,-3.4422,95.21442,TRUE,0.119,TRUE,3,26,FALSE,37
D9,91,BQCV,1.333,Amp,UNKNOWN,31.706,32.477,1.091,7.962,5.399,3.624,34.8074,0.9981,-3.4422,95.21442,TRUE,0.119,TRUE,3,27,FALSE,37
D10,92,BQCV,1.344,Amp,UNKNOWN,25.438,27.909,3.495,527.153,273.235,359.095,34.8074,0.9981,-3.4422,95.21442,TRUE,0.119,TRUE,3,21,FALSE,37
D11,104,BQCV,1.322,Amp,UNKNOWN,30.035,30.15,0.162,24.34,22.615,2.439,34.8074,0.9981,-3.4422,95.21442,TRUE,0.119,TRUE,3,25,FALSE,37
E1,117,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
E2,118,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
E3,119,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
E4,120,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
E5,122,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
E6,123,IAPV,0,No Amp,UNKNOWN,Undetermined,38.099,NA,3.53E+10,0,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
E7,124,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
E8,90,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
E9,91,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
E10,92,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
E11,104,IAPV,1.405,Amp,UNKNOWN,32.481,33.055,0.811,15.652,11.567,5.777,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,29,FALSE,37
E12,No Sample,IAPV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
F1,117,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
F2,118,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
F3,119,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
F4,120,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
F5,122,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,TRUE,37
F6,123,IAPV,0.926,Inconclusive,UNKNOWN,38.099,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,34,TRUE,37
F7,124,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
F8,90,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,TRUE,37
F9,91,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
F10,92,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,39,FALSE,37
F11,104,IAPV,1.357,Amp,UNKNOWN,33.629,33.055,0.811,7.482,11.567,5.777,36.7574,0.9983,-3.5795,90.26926,TRUE,0.057,TRUE,3,30,FALSE,37
G1,117,ACTIN,1.435,Amp,UNKNOWN,16.681,16.701,0.029,353509.94,348987.56,6395.571,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,11,FALSE,37
G2,118,ACTIN,1.447,Amp,UNKNOWN,17.704,17.703,0.001,183249.72,183345.42,135.354,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,12,FALSE,37
G3,119,ACTIN,1.441,Amp,UNKNOWN,16.697,16.726,0.04,349919.78,343611.94,8920.65,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,11,FALSE,37
G4,120,ACTIN,1.434,Amp,UNKNOWN,17.976,17.946,0.042,153862.03,156881.11,4269.62,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,12,FALSE,37
G5,122,ACTIN,1.443,Amp,UNKNOWN,16.985,16.997,0.017,290835.94,288621.25,3132.028,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,11,FALSE,37
G6,123,ACTIN,1.43,Amp,UNKNOWN,17.744,17.643,0.143,178582.42,191016.48,17584.42,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,12,FALSE,37
G7,124,ACTIN,1.449,Amp,UNKNOWN,16.907,17.022,0.162,305717.44,284749.56,29653.033,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,11,FALSE,37
G9,91,ACTIN,1.453,Amp,UNKNOWN,16.716,16.688,0.04,345684.72,352052.22,9004.984,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,11,FALSE,37
G11,104,ACTIN,1.451,Amp,UNKNOWN,17.054,17.144,0.127,278198.16,263047.3,21426.514,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,11,FALSE,37
G12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,39,FALSE,37
H1,117,ACTIN,1.441,Amp,UNKNOWN,16.722,16.701,0.029,344465.22,348987.56,6395.571,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,11,FALSE,37
H2,118,ACTIN,1.448,Amp,UNKNOWN,17.702,17.703,0.001,183441.14,183345.42,135.354,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,12,FALSE,37
H3,119,ACTIN,1.434,Amp,UNKNOWN,16.754,16.726,0.04,337304.1,343611.94,8920.65,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,11,FALSE,37
H4,120,ACTIN,1.442,Amp,UNKNOWN,17.916,17.946,0.042,159900.19,156881.11,4269.62,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,12,FALSE,37
H5,122,ACTIN,1.439,Amp,UNKNOWN,17.009,16.997,0.017,286406.56,288621.25,3132.028,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,11,FALSE,37
H6,123,ACTIN,1.442,Amp,UNKNOWN,17.541,17.643,0.143,203450.55,191016.48,17584.42,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,12,FALSE,37
H7,124,ACTIN,1.426,Amp,UNKNOWN,17.137,17.022,0.162,263781.72,284749.56,29653.033,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,11,FALSE,37
H9,91,ACTIN,1.45,Amp,UNKNOWN,16.66,16.688,0.04,358419.7,352052.22,9004.984,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,11,FALSE,37
H11,104,ACTIN,1.433,Amp,UNKNOWN,17.234,17.144,0.127,247896.5,263047.3,21426.514,36.5667,0.9988,-3.584,90.11565,TRUE,0.233,TRUE,3,12,FALSE,37
A1,125,DWV,0.577,No Amp,UNKNOWN,Undetermined,39.491,NA,1.53E+10,0.063,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,38
A2,126,DWV,1.322,Amp,UNKNOWN,25.521,25.519,0.004,534.163,535.062,1.272,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,22,FALSE,38
A3,127,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
A4,128,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,38
A5,129,DWV,1.332,Amp,UNKNOWN,33.191,33.191,NA,3.727,3.727,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,30,FALSE,38
A6,130,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,38
A7,132,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
A8,133,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
A9,134,DWV,0.662,Inconclusive,UNKNOWN,39.364,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,TRUE,38
A10,135,DWV,0.478,No Amp,UNKNOWN,Undetermined,34.305,NA,1.53E+10,1.811,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,38
A11,136,DWV,0,No Amp,UNKNOWN,Undetermined,35.48,NA,1.53E+10,0.847,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
A12,No Sample,DWV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B1,125,DWV,0.647,No Amp,UNKNOWN,39.491,39.491,NA,0.063,0.063,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,38
B2,126,DWV,1.334,Amp,UNKNOWN,25.516,25.519,0.004,535.962,535.062,1.272,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,22,FALSE,38
B3,127,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B4,128,DWV,0.664,Inconclusive,UNKNOWN,39.49,39.49,NA,0.063,0.063,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,35,FALSE,38
B5,129,DWV,0.528,No Amp,UNKNOWN,Undetermined,33.191,NA,1.53E+10,3.727,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B6,130,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,TRUE,38
B7,132,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B8,133,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,1.53E+10,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,39,FALSE,38
B9,134,DWV,1.334,Amp,UNKNOWN,33.249,36.307,4.324,3.588,1.794,2.537,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,30,FALSE,38
B10,135,DWV,1.288,Amp,UNKNOWN,34.305,34.305,NA,1.811,1.811,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,31,FALSE,38
B11,136,DWV,1.206,Inconclusive,UNKNOWN,35.48,35.48,NA,0.847,0.847,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.04,TRUE,3,32,FALSE,38
C1,125,BQCV,1.327,Amp,UNKNOWN,26.779,27.046,0.378,214.962,182.652,45.694,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,22,FALSE,38
C2,126,BQCV,1.337,Amp,UNKNOWN,22.938,22.942,0.005,2806.326,2800.109,8.791,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,18,FALSE,38
C3,127,BQCV,1.325,Amp,UNKNOWN,31.041,30.72,0.454,12.426,15.756,4.709,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,26,FALSE,38
C4,128,BQCV,1.314,Amp,UNKNOWN,28.275,28.224,0.072,79.02,81.793,3.921,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,23,FALSE,38
C5,129,BQCV,1.327,Amp,UNKNOWN,31.142,30.955,0.265,11.607,5.803,8.207,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,26,FALSE,38
C6,130,BQCV,1.333,Amp,UNKNOWN,23.121,23.039,0.116,2482.726,2626.665,203.56,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,18,FALSE,38
C7,132,BQCV,1.296,Amp,UNKNOWN,30.084,30.06,0.034,23.567,23.947,0.537,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,25,FALSE,38
C8,133,BQCV,1.324,Amp,UNKNOWN,26.172,26.138,0.047,322.656,330.012,10.403,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,21,FALSE,38
C9,134,BQCV,1.337,Amp,UNKNOWN,25.056,25.025,0.044,680.728,695.059,20.267,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,20,FALSE,38
C10,135,BQCV,1.281,Amp,UNKNOWN,35.548,34.969,0.818,0.609,0.965,0.503,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,31,FALSE,38
C11,136,BQCV,1.331,Amp,UNKNOWN,27.541,27.506,0.05,129.105,132.249,4.446,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,23,FALSE,38
C12,No Sample,BQCV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,39,FALSE,38
D1,125,BQCV,1.316,Amp,UNKNOWN,27.313,27.046,0.378,150.341,182.652,45.694,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,22,FALSE,38
D2,126,BQCV,1.341,Amp,UNKNOWN,22.945,22.942,0.005,2793.893,2800.109,8.791,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,18,FALSE,38
D3,127,BQCV,1.313,Amp,UNKNOWN,30.399,30.72,0.454,19.086,15.756,4.709,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,25,FALSE,38
D4,128,BQCV,1.325,Amp,UNKNOWN,28.174,28.224,0.072,84.565,81.793,3.921,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,23,FALSE,38
D5,129,BQCV,1.334,Amp,UNKNOWN,30.768,NA,NA,0,NA,NA,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,26,TRUE,38
D6,130,BQCV,1.334,Amp,UNKNOWN,22.957,23.039,0.116,2770.603,2626.665,203.56,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,18,FALSE,38
D7,132,BQCV,1.334,Amp,UNKNOWN,30.036,30.06,0.034,24.327,23.947,0.537,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,25,FALSE,38
D8,133,BQCV,1.335,Amp,UNKNOWN,26.105,26.138,0.047,337.369,330.012,10.403,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,21,FALSE,38
D9,134,BQCV,1.344,Amp,UNKNOWN,24.994,25.025,0.044,709.39,695.059,20.267,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,20,FALSE,38
D10,135,BQCV,1.342,Amp,UNKNOWN,34.391,34.969,0.818,1.321,0.965,0.503,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,29,FALSE,38
D11,136,BQCV,1.312,Amp,UNKNOWN,27.47,27.506,0.05,135.393,132.249,4.446,34.8074,0.9981,-3.4422,95.21442,TRUE,0.125,TRUE,3,23,FALSE,38
E1,125,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
E2,126,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
E3,127,IAPV,0.795,Inconclusive,UNKNOWN,38.543,38.948,0.573,0.317,0.253,0.091,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,35,FALSE,38
E4,128,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
E5,129,IAPV,0,No Amp,UNKNOWN,Undetermined,34.624,NA,3.53E+10,3.945,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
E6,130,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
E7,132,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
E8,133,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
E9,134,IAPV,0.683,Inconclusive,UNKNOWN,39.15,39.15,NA,0.215,0.215,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,35,FALSE,38
E10,135,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
E11,136,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
E12,No Sample,IAPV,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
F1,125,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
F2,126,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
F3,127,IAPV,0.676,Inconclusive,UNKNOWN,39.353,38.948,0.573,0.188,0.253,0.091,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,35,FALSE,38
F4,128,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
F5,129,IAPV,1.286,Inconclusive,UNKNOWN,34.624,34.624,NA,3.945,3.945,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,31,FALSE,38
F6,130,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,TRUE,38
F7,132,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
F8,133,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
F9,134,IAPV,0,No Amp,UNKNOWN,Undetermined,39.15,NA,3.53E+10,0.215,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
F10,135,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
F11,136,IAPV,0,No Amp,UNKNOWN,Undetermined,NA,NA,3.53E+10,NA,NA,36.7574,0.9983,-3.5795,90.26926,TRUE,0.04,TRUE,3,39,FALSE,38
G1,125,ACTIN,1.438,Amp,UNKNOWN,17.553,17.587,0.049,201893.38,197540.05,6156.535,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
G2,126,ACTIN,1.437,Amp,UNKNOWN,16.906,16.84,0.094,305940.78,319615.16,19338.46,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
G3,127,ACTIN,1.43,Amp,UNKNOWN,17.777,17.795,0.026,174860.2,172813.58,2894.358,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,13,FALSE,38
G4,128,ACTIN,1.431,Amp,UNKNOWN,17.474,17.539,0.092,212358.1,203848.5,12034.384,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
G5,129,ACTIN,1.438,Amp,UNKNOWN,17.574,17.534,0.057,199144.6,204475.39,7538.883,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
G6,130,ACTIN,1.424,Amp,UNKNOWN,17.945,17.999,0.076,156940.02,151707.02,7400.592,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,13,FALSE,38
G7,132,ACTIN,1.446,Amp,UNKNOWN,17.048,17.077,0.041,279358.97,274263.03,7206.729,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
G8,133,ACTIN,1.433,Amp,UNKNOWN,16.68,16.69,0.014,353859.7,351624.94,3160.392,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,11,FALSE,38
G9,134,ACTIN,1.447,Amp,UNKNOWN,16.96,17.035,0.106,295573.47,282041.03,19137.768,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
G10,135,ACTIN,1.447,Amp,UNKNOWN,16.745,16.688,0.081,339336.34,352271.66,18293.31,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,11,FALSE,38
G11,136,ACTIN,1.438,Amp,UNKNOWN,16.695,16.802,0.151,350316.22,327796.72,31847.406,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,11,FALSE,38
G12,No Sample,ACTIN,0,No Amp,NTC,Undetermined,NA,NA,NA,NA,NA,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,39,FALSE,38
H1,125,ACTIN,1.449,Amp,UNKNOWN,17.622,17.587,0.049,193186.72,197540.05,6156.535,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
H2,126,ACTIN,1.435,Amp,UNKNOWN,16.773,16.84,0.094,333289.5,319615.16,19338.46,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
H3,127,ACTIN,1.422,Amp,UNKNOWN,17.814,17.795,0.026,170766.97,172813.58,2894.358,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,13,FALSE,38
H4,128,ACTIN,1.441,Amp,UNKNOWN,17.605,17.539,0.092,195338.9,203848.5,12034.384,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
H5,129,ACTIN,1.435,Amp,UNKNOWN,17.493,17.534,0.057,209806.19,204475.39,7538.883,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
H6,130,ACTIN,1.327,Amp,UNKNOWN,18.053,17.999,0.076,146474,151707.02,7400.592,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,13,FALSE,38
H7,132,ACTIN,1.429,Amp,UNKNOWN,17.106,17.077,0.041,269167.12,274263.03,7206.729,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
H8,133,ACTIN,1.434,Amp,UNKNOWN,16.699,16.69,0.014,349390.22,351624.94,3160.392,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,11,FALSE,38
H9,134,ACTIN,1.448,Amp,UNKNOWN,17.109,17.035,0.106,268508.56,282041.03,19137.768,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
H10,135,ACTIN,1.445,Amp,UNKNOWN,16.631,16.688,0.081,365207,352271.66,18293.31,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,11,FALSE,38
H11,136,ACTIN,1.434,Amp,UNKNOWN,16.91,16.802,0.151,305277.2,327796.72,31847.406,36.5667,0.9988,-3.584,90.11565,TRUE,0.167,TRUE,3,12,FALSE,38
A1,137,DWV,0,No Amp,UNKNOWN,Undetermined,33.275,NA,1.53E+10,3.529,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.045,TRUE,3,39,FALSE,39
A2,138,DWV,0.514,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.045,TRUE,3,39,TRUE,39
A3,139,DWV,1.329,Amp,UNKNOWN,32.986,32.372,0.868,4.254,2.127,3.008,35.2228,0.993,-3.5567,91.05548,TRUE,0.045,TRUE,3,30,FALSE,39
A4,140,DWV,1.318,Amp,UNKNOWN,33.611,33.795,0.26,2.839,2.538,0.425,35.2228,0.993,-3.5567,91.05548,TRUE,0.045,TRUE,3,30,FALSE,39
A5,141,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.045,TRUE,3,39,TRUE,39
A6,142,DWV,0,No Amp,UNKNOWN,Undetermined,NA,NA,0,NA,NA,35.2228,0.993,-3.5567,91.05548,TRUE,0.045,TRUE,3,39,TRUE,39
